first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Age
Carry,Costi,Female,32,26/11/1972,Senior Developer,Property,Mass Customer,N,No,11,5316 Farwell Hill,2800,NSW,Australia,4,45
Nancie,Vian,Female,74,27/12/1972,Human Resources Assistant II,Retail,Mass Customer,N,Yes,10,85 Carioca Point,4814,QLD,Australia,5,45
Cordi,Thornton,Female,47,04/01/1973,Structural Engineer,Telecommunications,Mass Customer,N,No,11,2978 Mccormick Center,2028,NSW,Australia,10,44
Morganica,Ainsbury,Female,37,06/01/1973,Senior Editor,Entertainment,High Net Worth,N,Yes,9,1 Raven Way,2151,NSW,Australia,10,44
Caitrin,Critten,Female,45,29/01/1973,Director of Sales,Manufacturing,Mass Customer,N,Yes,10,25 Lakeland Point,4113,QLD,Australia,7,44
Carl,Troyes,Male,4,12/03/1973,Associate Professor,Property,Mass Customer,N,No,7,1217 Melody Alley,3109,VIC,Australia,10,44
Elvira,Kurten,Female,65,18/03/1973,Assistant Professor,Financial Services,High Net Worth,N,No,12,65 Ridge Oak Court,2471,NSW,Australia,3,44
Maris,Leete,Female,21,14/04/1973,Engineer IV,Retail,Mass Customer,N,No,7,06 Main Alley,4300,QLD,Australia,4,44
Suzy,Bussens,Female,44,29/04/1973,,Financial Services,Mass Customer,N,No,13,25 Oneill Alley,4102,QLD,Australia,9,44
Becky,Lassen,Female,11,11/05/1973,Sales Associate,Financial Services,Mass Customer,N,Yes,7,41153 Pond Park,2251,NSW,Australia,8,44
Denny,Spleving,Female,84,13/05/1973,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,Yes,5,85420 Myrtle Road,2114,NSW,Australia,8,44
Lezlie,Clemits,Female,2,30/05/1973,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,15,0504 Nevada Drive,2155,NSW,Australia,10,44
Marissa,O'Scandall,Female,17,13/07/1973,,n/a,Affluent Customer,N,Yes,7,45000 Randy Court,3199,VIC,Australia,7,44
Ellie,Toope,Female,29,11/08/1973,Staff Accountant III,Property,High Net Worth,N,Yes,4,8734 Fulton Hill,2156,NSW,Australia,11,44
Isadora,Ducker,Female,15,25/08/1973,Account Executive,n/a,Affluent Customer,N,Yes,8,2972 Holy Cross Crossing,3153,VIC,Australia,5,44
Harvey,Dwelley,Male,70,30/08/1973,Help Desk Technician,Financial Services,Affluent Customer,N,No,18,59846 2nd Pass,2077,NSW,Australia,9,44
Antonietta,Egle,Female,82,25/09/1973,Actuary,Financial Services,Mass Customer,N,No,7,590 Hagan Parkway,3805,VIC,Australia,7,44
Stephani,Sidsaff,Female,32,29/09/1973,Senior Quality Engineer,Financial Services,Mass Customer,N,Yes,6,00 Southridge Avenue,2036,NSW,Australia,11,44
Brigg,Himsworth,Male,63,10/10/1973,,Telecommunications,Mass Customer,N,Yes,9,771 Union Crossing,4570,QLD,Australia,6,44
Inglebert,Aspinal,Male,4,13/10/1973,Financial Analyst,Financial Services,Mass Customer,N,No,11,612 Annamark Center,2176,NSW,Australia,8,44
Katheryn,Kinner,Female,15,28/11/1973,Analyst Programmer,Entertainment,High Net Worth,N,No,6,1665 Kenwood Center,2518,NSW,Australia,6,44
Renie,Laundon,Female,32,18/12/1973,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,8,1 Shelley Pass,4118,QLD,Australia,3,44
Farra,Matyushkin,Female,18,24/01/1974,VP Quality Control,Manufacturing,High Net Worth,N,Yes,9,52761 Portage Crossing,3170,VIC,Australia,9,43
Eachelle,Noirel,Female,93,26/01/1974,Registered Nurse,Health,Affluent Customer,N,Yes,11,80 Schiller Center,2292,NSW,Australia,6,43
Sinclair,Wark,Male,68,21/02/1974,Financial Analyst,Financial Services,Mass Customer,N,Yes,11,44 Thompson Center,2134,NSW,Australia,9,43
Harlin,Mazin,Male,34,25/03/1974,Computer Systems Analyst I,Manufacturing,Mass Customer,N,Yes,13,735 Westridge Road,2454,NSW,Australia,7,43
Ferdy,Hornung,Male,57,14/05/1974,Analog Circuit Design manager,Entertainment,High Net Worth,N,No,18,0686 Hallows Trail,4506,QLD,Australia,3,43
Bryan,Jachtym,Male,59,15/05/1974,Automation Specialist I,Manufacturing,Mass Customer,N,Yes,15,56 Moland Crossing,3356,VIC,Australia,3,43
Rosene,Beckey,Female,25,21/05/1974,Account Executive,Health,Mass Customer,N,Yes,14,02463 Portage Center,2107,NSW,Australia,11,43
Glenda,Eliet,Female,87,17/06/1974,Quality Control Specialist,n/a,Mass Customer,N,No,12,1 Fordem Way,3844,VIC,Australia,7,43
Sada,Branton,Female,34,24/06/1974,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,14,9736 Mitchell Pass,3199,VIC,Australia,6,43
Jillane,Simion,Female,8,03/07/1974,VP Marketing,Manufacturing,High Net Worth,N,No,7,7 Caliangt Street,4209,QLD,Australia,3,43
Rowan,Summerly,Male,4,05/07/1974,Librarian,Entertainment,Mass Customer,N,No,9,58231 Tomscot Plaza,2209,NSW,Australia,10,43
Randall,Mason,Male,95,28/07/1974,Product Engineer,Health,Mass Customer,N,Yes,12,83497 Memorial Plaza,2570,NSW,Australia,11,43
Rodolph,Denniss,Male,28,07/08/1974,Geologist III,Property,Affluent Customer,N,Yes,7,91281 Transport Center,3356,VIC,Australia,2,43
Brynna,Tivers,Female,81,09/08/1974,Recruiting Manager,Financial Services,Mass Customer,N,No,6,0 Mayfield Parkway,4272,QLD,Australia,7,43
Hasheem,Groucock,Male,98,17/09/1974,Budget/Accounting Analyst IV,Manufacturing,High Net Worth,N,Yes,10,12351 Spenser Pass,2034,NSW,Australia,12,43
Deana,Canton,Female,67,25/11/1974,,Property,Mass Customer,N,Yes,14,92 Ludington Street,4301,QLD,Australia,3,43
Dorian,Rustman,Male,78,09/12/1974,Junior Executive,Manufacturing,Mass Customer,N,No,18,6156 Summit Center,4352,QLD,Australia,7,43
Kipper,Circuit,Male,23,12/12/1974,Research Assistant IV,Argiculture,Mass Customer,N,Yes,4,3867 Barby Hill,2140,NSW,Australia,8,43
Ethelred,Sissel,Male,83,25/12/1974,Programmer Analyst IV,Health,High Net Worth,N,No,18,65 Rutledge Parkway,2539,NSW,Australia,8,43
Jobie,Runacres,Female,96,08/01/1975,Developer IV,n/a,Mass Customer,N,Yes,18,24960 Shopko Crossing,2528,NSW,Australia,7,42
Jammie,Seldner,Female,42,25/02/1975,Human Resources Manager,Health,Mass Customer,N,Yes,15,8 Saint Paul Junction,2066,NSW,Australia,10,42
Ricki,Dobrowski,Male,13,10/03/1975,Civil Engineer,Manufacturing,Mass Customer,N,Yes,9,8 Eggendart Pass,2835,NSW,Australia,1,42
Sunny,Christescu,Female,90,12/03/1975,Cost Accountant,Financial Services,Mass Customer,N,No,11,6668 Blue Bill Park Plaza,2209,NSW,Australia,10,42
Peria,Rantoull,Female,3,13/03/1975,Financial Analyst,Financial Services,Mass Customer,N,No,4,8350 Moulton Terrace,4500,QLD,Australia,4,42
Keriann,Newham,Female,71,26/03/1975,Assistant Manager,Financial Services,Mass Customer,N,No,5,0193 Northland Street,4179,QLD,Australia,9,42
Kylynn,Drowsfield,Female,80,28/03/1975,Editor,n/a,High Net Worth,N,Yes,7,5 Trailsway Avenue,3059,VIC,Australia,9,42
Arleen,Casbolt,Female,48,10/05/1975,Senior Quality Engineer,Financial Services,Affluent Customer,N,Yes,13,41042 Lotheville Crossing,4817,QLD,Australia,1,42
Bevvy,Openshaw,Female,68,15/06/1975,Staff Scientist,n/a,Affluent Customer,N,Yes,10,902 Westend Lane,2318,NSW,Australia,3,42
Miran,Runchman,Female,47,09/07/1975,Nurse,Retail,Mass Customer,N,No,17,6634 Old Gate Parkway,4304,QLD,Australia,3,42
Sonia,Dunstall,Female,0,30/07/1975,Accountant III,Financial Services,Mass Customer,N,No,10,99 Park Meadow Hill,2570,NSW,Australia,9,42
Ian,Rabat,Male,54,04/08/1975,Web Designer I,Financial Services,Affluent Customer,N,No,11,3 Loeprich Point,3204,VIC,Australia,11,42
Aleece,Feige,Female,49,16/09/1975,,Manufacturing,Mass Customer,N,No,18,2030 Anderson Lane,2141,NSW,Australia,10,42
Micheil,Fleote,Male,48,20/09/1975,Civil Engineer,Manufacturing,High Net Worth,N,No,16,174 Lotheville Crossing,2093,NSW,Australia,9,42
Alexina,Mabley,Female,72,12/10/1975,Web Designer IV,Manufacturing,Mass Customer,N,Yes,10,9 Rieder Junction,2573,NSW,Australia,9,42
Leisha,McConway,Female,3,31/10/1975,Payment Adjustment Coordinator,Financial Services,Mass Customer,N,Yes,13,95 Del Mar Court,3175,VIC,Australia,8,42
Roldan,Raybould,Male,27,18/11/1975,Actuary,Financial Services,Mass Customer,N,No,11,85 Badeau Pass,3158,VIC,Australia,8,42
Marilin,Frome,Female,58,22/12/1975,Account Executive,IT,Mass Customer,N,Yes,17,52 Bobwhite Court,2219,NSW,Australia,9,42
Welby,Lourenco,Male,6,27/12/1975,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,17,801 Atwood Alley,2138,NSW,Australia,9,42
Reiko,Degenhardt,Female,83,16/01/1976,Financial Analyst,Financial Services,High Net Worth,N,Yes,5,50897 Northfield Road,4280,QLD,Australia,6,41
Lincoln,Boler,Male,53,24/01/1976,Chief Design Engineer,n/a,Affluent Customer,N,No,14,5 Summer Ridge Court,3207,VIC,Australia,8,41
Robert,Corkill,Male,55,12/03/1976,Clinical Specialist,Health,Mass Customer,N,No,4,5612 Toban Point,2227,NSW,Australia,10,41
Giana,Staresmeare,Female,96,20/04/1976,Account Representative IV,Retail,Affluent Customer,N,Yes,9,8737 Scoville Center,2770,NSW,Australia,7,41
Cecil,Gant,Male,52,16/07/1976,,n/a,High Net Worth,N,Yes,9,22435 Barnett Court,2145,NSW,Australia,8,41
Damian,Renard,Male,43,19/07/1976,Software Consultant,Retail,Affluent Customer,N,No,8,28 Prentice Trail,2155,NSW,Australia,10,41
Kizzee,Agget,Female,98,25/07/1976,Statistician II,Manufacturing,Affluent Customer,N,No,8,122 Marcy Park,2213,NSW,Australia,10,41
Shepherd,Dutchburn,Male,33,12/08/1976,Senior Sales Associate,Financial Services,High Net Worth,N,Yes,9,8970 Anhalt Junction,2160,NSW,Australia,9,41
Theresa,Cowper,Female,99,24/08/1976,Accountant III,Manufacturing,Mass Customer,N,No,3,88 Mifflin Pass,2529,NSW,Australia,10,41
Benoit,Harniman,Male,31,27/08/1976,Research Assistant II,Telecommunications,Affluent Customer,N,No,9,1582 Bashford Drive,4018,QLD,Australia,7,41
Heloise,Fairpool,Female,17,07/09/1976,Information Systems Manager,Manufacturing,High Net Worth,N,No,17,005 Loeprich Way,4680,QLD,Australia,3,41
Clevey,Aisthorpe,Male,27,20/09/1976,Software Consultant,n/a,Mass Customer,N,Yes,8,0 Veith Way,2009,NSW,Australia,9,41
Laurel,Devennie,Female,78,25/09/1976,VP Product Management,Manufacturing,Affluent Customer,N,No,13,069 Hoard Pass,4352,QLD,Australia,5,41
Rutledge,Hallt,Male,23,06/10/1976,Compensation Analyst,Financial Services,Mass Customer,N,No,8,7 Nevada Crossing,2620,NSW,Australia,7,41
Israel,Brough,Male,29,29/10/1976,,n/a,Mass Customer,N,Yes,8,43863 Victoria Lane,2281,NSW,Australia,7,41
Bastien,Ibbeson,Male,53,04/11/1976,Software Consultant,IT,Mass Customer,N,No,12,43094 Kedzie Pass,2487,NSW,Australia,5,41
Liane,Abelevitz,Female,26,25/11/1976,Operator,n/a,Mass Customer,N,No,3,85340 Hovde Way,3153,VIC,Australia,7,41
Melba,Spellacy,Female,38,09/12/1976,VP Marketing,Health,Mass Customer,N,No,4,0591 Anzinger Circle,2232,NSW,Australia,10,41
Manny,Mandy,Male,36,28/01/1977,Account Representative III,Argiculture,Mass Customer,N,No,16,6 Union Center,4280,QLD,Australia,7,40
Matias,Melloi,Male,61,03/02/1977,Legal Assistant,Retail,Affluent Customer,N,No,11,1507 Schlimgen Trail,2155,NSW,Australia,10,40
Artemis,Swanson,Male,77,12/02/1977,Web Designer II,Argiculture,Mass Customer,N,Yes,13,5 Melvin Park,3810,VIC,Australia,5,40
Carita,Sand,Female,25,20/03/1977,Quality Engineer,Retail,Mass Customer,N,No,16,846 Loftsgordon Crossing,2154,NSW,Australia,11,40
Parnell,Lamprey,Male,23,08/04/1977,Engineer III,Financial Services,High Net Worth,N,No,12,7353 Mallard Junction,2165,NSW,Australia,6,40
Gale,Disbrow,Female,59,14/05/1977,Cost Accountant,Financial Services,Mass Customer,N,Yes,17,169 Bashford Drive,3741,VIC,Australia,7,40
Katy,Crooke,Female,0,30/06/1977,Food Chemist,Health,Mass Customer,N,No,13,67081 Burrows Center,2111,NSW,Australia,12,40
Andrew,Froment,Male,58,19/07/1977,Office Assistant IV,Retail,High Net Worth,N,No,7,78 Bluestem Road,3860,VIC,Australia,2,40
Andromache,Bonafacino,Female,84,01/09/1977,,Retail,Mass Customer,N,No,11,74 Carpenter Street,2015,NSW,Australia,9,40
Leese,Huckleby,Female,67,10/09/1977,Help Desk Operator,Manufacturing,High Net Worth,N,Yes,16,73 Riverside Trail,3777,VIC,Australia,7,40
Park,,Male,39,08/11/1977,Nurse Practicioner,IT,Affluent Customer,N,No,14,07 Boyd Drive,4350,QLD,Australia,7,40
Candy,,Female,23,08/12/1977,,Financial Services,Mass Customer,N,No,6,59252 Maryland Drive,3500,VIC,Australia,3,40
Jerrine,Cosbey,Female,21,11/01/1978,Junior Executive,Financial Services,High Net Worth,N,Yes,6,29307 Russell Avenue,3094,VIC,Australia,9,39
Brendis,Pineaux,Male,12,15/01/1978,Mechanical Systems Engineer,Manufacturing,Mass Customer,N,No,5,43030 Carberry Way,2560,NSW,Australia,4,39
Tedra,Goodbanne,Female,4,15/01/1978,Senior Quality Engineer,n/a,Mass Customer,N,Yes,6,8 Debs Road,3934,VIC,Australia,9,39
Lacy,Drance,Female,27,05/02/1978,Graphic Designer,Manufacturing,Affluent Customer,N,Yes,14,492 Waywood Lane,2750,NSW,Australia,8,39
Selle,Casper,Female,98,27/03/1978,Social Worker,Health,Mass Customer,N,Yes,10,34 Jay Hill,2880,NSW,Australia,1,39
Menard,Venmore,Male,97,04/04/1978,Assistant Professor,Retail,High Net Worth,N,No,8,5 Hoard Trail,2197,NSW,Australia,10,39
Rockie,MacKibbon,Male,42,20/04/1978,,n/a,Mass Customer,N,Yes,13,8 Bunker Hill Court,2298,NSW,Australia,8,39
Roch,Symson,Female,96,13/05/1978,Office Assistant I,Manufacturing,High Net Worth,N,No,18,016 Westport Park,3073,VIC,Australia,9,39
Erhard,O'Moylane,Male,33,27/05/1978,Media Manager I,Retail,Affluent Customer,N,Yes,9,01124 Dottie Lane,3630,VIC,Australia,2,39
Gothart,Artus,Male,52,31/05/1978,Health Coach IV,Health,Mass Customer,N,Yes,14,21824 Northridge Alley,2117,NSW,Australia,10,39
Flore,Cashen,Female,79,21/06/1978,,Health,High Net Worth,N,No,17,4 Vera Pass,2640,NSW,Australia,4,39
Adria,Van den Velde,Female,39,10/07/1978,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,9,6030 Becker Plaza,2261,NSW,Australia,7,39
Rodrique,Vernon,Male,70,06/08/1978,Budget/Accounting Analyst III,Manufacturing,Affluent Customer,N,No,17,5864 Mcbride Trail,3174,VIC,Australia,8,39
Kit,Easdon,Male,61,26/10/1978,Director of Sales,Property,Affluent Customer,N,No,12,3 Roth Junction,3156,VIC,Australia,8,39
Federico,Leuty,Male,59,11/12/1978,Product Engineer,Property,High Net Worth,N,Yes,11,720 Menomonie Crossing,2380,NSW,Australia,4,39
Lucretia,D'Agostini,Female,41,14/12/1978,Database Administrator III,Manufacturing,High Net Worth,N,No,15,4 Gale Center,3185,VIC,Australia,7,39
Lucine,Stutt,Female,64,28/01/1979,Account Representative III,Manufacturing,Affluent Customer,N,Yes,5,207 Annamark Plaza,4814,QLD,Australia,1,38
Craggy,Happel,Male,37,10/02/1979,Marketing Manager,Manufacturing,High Net Worth,N,Yes,8,23 Del Sol Alley,3064,VIC,Australia,6,38
Aloysius,Glowacz,Male,72,24/03/1979,Financial Advisor,Financial Services,Affluent Customer,N,No,18,07 Susan Lane,2232,NSW,Australia,10,38
Mitchell,MacCague,Male,58,11/04/1979,,Manufacturing,Mass Customer,N,No,15,240 Acker Avenue,3190,VIC,Australia,8,38
Julita,Prene,Female,14,16/05/1979,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,13,5 Myrtle Junction,4128,QLD,Australia,2,38
Emilie,Brody,Female,3,22/05/1979,Director of Sales,n/a,Mass Customer,N,Yes,3,5388 Burrows Alley,2073,NSW,Australia,11,38
Daryl,Pauncefort,Female,12,18/06/1979,Community Outreach Specialist,Financial Services,Mass Customer,N,Yes,12,0 Dexter Parkway,2380,NSW,Australia,3,38
Laurie,,Male,31,28/07/1979,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,15,94 Barby Lane,2210,NSW,Australia,10,38
Fitzgerald,Hellikes,Male,25,28/07/1979,Media Manager IV,Health,Mass Customer,N,Yes,10,315 Center Park,3040,VIC,Australia,7,38
Nichols,Devinn,Male,47,29/09/1979,Recruiter,n/a,Affluent Customer,N,No,11,5280 Waxwing Point,2071,NSW,Australia,12,38
Ajay,Worham,Female,80,30/09/1979,Computer Systems Analyst I,Manufacturing,Mass Customer,N,Yes,12,5 Homewood Road,2800,NSW,Australia,6,38
Wyndham,Woolford,Male,1,22/10/1979,Engineer IV,Manufacturing,Mass Customer,N,No,10,9107 Pine View Plaza,3977,VIC,Australia,6,38
Muffin,Grigolon,Male,7,31/10/1979,Senior Editor,Telecommunications,Mass Customer,N,No,12,4597 Marcy Point,2232,NSW,Australia,10,38
Briant,Ladley,Male,75,17/12/1979,Recruiter,Argiculture,Mass Customer,N,No,12,2 Schlimgen Terrace,2750,NSW,Australia,8,38
Agnola,Batterson,Female,86,03/01/1980,Physical Therapy Assistant,Financial Services,Mass Customer,N,No,7,216 Bultman Park,4305,QLD,Australia,3,37
Sharron,Claibourn,Female,62,26/01/1980,,Financial Services,High Net Worth,N,Yes,17,555 Hermina Avenue,2280,NSW,Australia,8,37
Kermit,Lebond,Male,36,01/02/1980,Financial Advisor,Financial Services,Mass Customer,N,No,4,71 Ludington Center,4208,QLD,Australia,8,37
Norina,Blakeway,Female,60,11/02/1980,Programmer Analyst II,Property,Mass Customer,N,Yes,3,75813 Lawn Lane,3081,VIC,Australia,8,37
Dorian,Stollen,Male,78,16/02/1980,Statistician I,Financial Services,Mass Customer,N,Yes,18,72922 Cambridge Terrace,2026,NSW,Australia,11,37
Gaultiero,Fibbens,Male,41,14/03/1980,Help Desk Technician,n/a,Affluent Customer,N,No,9,938 Bartillon Hill,2035,NSW,Australia,11,37
Maurizia,Ritmeyer,Female,95,09/04/1980,Teacher,Entertainment,Mass Customer,N,Yes,3,0 Express Lane,2142,NSW,Australia,6,37
Eleonora,Wiszniewski,Female,49,23/04/1980,Financial Advisor,Financial Services,Affluent Customer,N,No,9,6227 Quincy Terrace,4740,QLD,Australia,2,37
Perry,Whitehurst,Male,79,29/05/1980,Structural Engineer,Manufacturing,High Net Worth,N,Yes,8,0 Nelson Crossing,3155,VIC,Australia,7,37
Antoinette,,Female,72,28/07/1980,Structural Analysis Engineer,Financial Services,Affluent Customer,N,No,5,9 Derek Alley,3058,VIC,Australia,9,37
Kaylyn,Jakaway,Female,45,30/07/1980,Registered Nurse,Health,Affluent Customer,N,No,10,67 Heath Circle,2290,NSW,Australia,8,37
Dodi,Kiggel,Female,5,15/08/1980,,Financial Services,Mass Customer,N,Yes,13,05 Everett Trail,2114,NSW,Australia,11,37
Killian,Nettles,Male,44,01/09/1980,Marketing Assistant,n/a,Affluent Customer,N,No,4,16 Pepper Wood Junction,3803,VIC,Australia,7,37
Maurine,Clee,Female,45,13/09/1980,Automation Specialist II,Property,High Net Worth,N,Yes,5,6 Maple Plaza,2042,NSW,Australia,10,37
Darlleen,Shalcras,Female,77,14/09/1980,Health Coach I,Health,Mass Customer,N,No,11,383 Graceland Avenue,2010,NSW,Australia,10,37
Celeste,Fretson,Female,91,16/09/1980,Product Engineer,IT,Mass Customer,N,No,9,14709 Portage Avenue,2166,NSW,Australia,9,37
Flossy,Concannon,Female,64,20/10/1980,Staff Accountant IV,Financial Services,Affluent Customer,N,No,8,802 Mallory Park,3919,VIC,Australia,2,37
Shane,Diss,Female,50,29/10/1980,,Financial Services,High Net Worth,N,Yes,16,22 Shelley Plaza,3198,VIC,Australia,8,37
Egor,Mariette,Male,42,26/11/1980,Financial Advisor,Financial Services,Affluent Customer,N,No,3,79 Mockingbird Plaza,3163,VIC,Australia,7,37
Moll,Ogilby,Female,25,19/12/1980,Research Assistant III,Manufacturing,Mass Customer,N,Yes,13,6 Hansons Crossing,4123,QLD,Australia,6,37
Lynnell,Shoesmith,Female,44,29/01/1981,Occupational Therapist,Health,High Net Worth,N,Yes,7,5331 Ilene Parkway,2560,NSW,Australia,8,36
Martelle,Tuppeny,Female,52,03/02/1981,Marketing Assistant,Manufacturing,Mass Customer,N,No,9,261 Grayhawk Way,2226,NSW,Australia,10,36
Loleta,Aberdalgy,Female,45,15/02/1981,Occupational Therapist,Health,Mass Customer,N,No,11,99 Westend Court,2287,NSW,Australia,6,36
Mandie,Jeffryes,Female,60,16/02/1981,Business Systems Development Analyst,n/a,High Net Worth,N,No,7,96515 Di Loreto Pass,4109,QLD,Australia,9,36
Esther,Rooson,Female,14,22/02/1981,,Financial Services,Mass Customer,N,No,5,5186 Main Trail,2046,NSW,Australia,9,36
Francklin,Cross,Male,51,06/04/1981,Teacher,Property,Mass Customer,N,Yes,3,24593 Jackson Parkway,2231,NSW,Australia,10,36
Shepperd,Leonards,Male,17,14/04/1981,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,5,38 Nobel Lane,2147,NSW,Australia,9,36
Sibby,Skinner,Female,25,05/05/1981,Accountant IV,Manufacturing,Mass Customer,N,Yes,12,3 Sunbrook Alley,4178,QLD,Australia,7,36
Sandor,Stirland,Male,67,26/05/1981,Web Developer IV,Manufacturing,High Net Worth,N,No,12,48578 Farmco Park,3235,VIC,Australia,10,36
Vittoria,Whitney,Female,95,03/06/1981,Research Assistant I,n/a,High Net Worth,N,No,12,3 Surrey Court,2019,NSW,Australia,11,36
Giorgi,O'Shirine,Male,68,20/06/1981,Payment Adjustment Coordinator,Retail,Mass Customer,N,Yes,15,6 Novick Alley,3934,VIC,Australia,8,36
Cherye,Stanfield,Female,0,05/07/1981,Environmental Tech,Manufacturing,Affluent Customer,N,No,13,56766 Mariners Cove Place,2256,NSW,Australia,9,36
Aldin,Newsome,Male,24,06/07/1981,Financial Analyst,Financial Services,Mass Customer,N,No,17,058 Morningstar Center,2127,NSW,Australia,9,36
Therese,Brotherhood,Female,30,28/07/1981,Food Chemist,Health,Mass Customer,N,No,10,25044 Bay Avenue,2042,NSW,Australia,10,36
Emelen,Bidnall,Male,79,05/08/1981,Systems Administrator IV,Health,Affluent Customer,N,Yes,11,11 Oak Terrace,2026,NSW,Australia,12,36
Glenn,Casbourne,Female,4,08/08/1981,Senior Editor,Manufacturing,Mass Customer,N,No,6,2 Morrow Alley,4207,QLD,Australia,1,36
Augustus,Bourley,Male,60,17/08/1981,,Health,Affluent Customer,N,No,18,3 Hoepker Parkway,4152,QLD,Australia,10,36
Zach,Hedman,Male,87,11/09/1981,Analyst Programmer,Financial Services,Affluent Customer,N,Yes,4,62 Spaight Center,2566,NSW,Australia,9,36
Amabel,,Female,71,14/09/1981,Chief Design Engineer,Financial Services,Mass Customer,N,Yes,9,3128 Mallory Pass,2144,NSW,Australia,6,36
Mikel,McNess,Male,71,22/09/1981,Nurse,n/a,Mass Customer,N,No,9,3 Pleasure Drive,4122,QLD,Australia,9,36
Ashby,Bispham,Male,71,29/10/1981,Software Consultant,Retail,Affluent Customer,N,No,4,83716 Russell Lane,2145,NSW,Australia,8,36
Honey,Gosdin,Female,0,29/11/1981,Software Engineer I,Property,Mass Customer,N,No,17,066 Warner Trail,2582,NSW,Australia,9,36
Odessa,Mc Andrew,Female,97,01/12/1981,,Property,Mass Customer,N,No,8,31756 Meadow Valley Lane,2232,NSW,Australia,10,36
Stearne,Trolley,Male,42,01/02/1982,Automation Specialist IV,Financial Services,High Net Worth,N,No,14,638 Caliangt Avenue,2137,NSW,Australia,11,35
Aldridge,Poskitt,Male,84,10/02/1982,VP Sales,n/a,Mass Customer,N,No,12,7 Fordem Point,4161,QLD,Australia,5,35
Erminie,Rabidge,Female,64,09/03/1982,,Manufacturing,High Net Worth,N,No,17,1969 Melody Lane,2170,NSW,Australia,8,35
Verne,Loalday,Male,1,20/03/1982,Marketing Assistant,IT,High Net Worth,N,No,7,598 Memorial Place,2082,NSW,Australia,10,35
Meade,Bampton,Male,69,25/04/1982,Health Coach III,Health,High Net Worth,N,No,17,7870 Stuart Crossing,2090,NSW,Australia,7,35
Brena,Schnitter,Female,78,11/10/1982,Account Executive,Manufacturing,Mass Customer,N,No,4,67 Shelley Street,4703,QLD,Australia,5,35
Guilbert,Bearns,Male,42,29/10/1982,Financial Analyst,Financial Services,Mass Customer,N,Yes,5,47776 Packers Street,3226,VIC,Australia,8,35
Kipp,Stockport,Male,36,10/12/1982,Data Coordiator,Retail,Mass Customer,N,Yes,6,02 Roth Drive,2022,NSW,Australia,11,35
Demott,Mullaly,Male,42,15/12/1982,Help Desk Operator,Property,Mass Customer,N,No,13,28 Hazelcrest Drive,2525,NSW,Australia,8,35
Dorothy,Barnardo,Female,58,01/02/1983,Human Resources Manager,Retail,High Net Worth,N,No,12,9630 Cottonwood Avenue,2168,NSW,Australia,8,34
Hagen,MacCarter,Male,93,08/02/1983,,Entertainment,Affluent Customer,N,Yes,15,7 Ramsey Trail,3172,VIC,Australia,9,34
Lorrie,Antonelli,Male,47,11/02/1983,Cost Accountant,Financial Services,High Net Worth,N,Yes,17,06936 Bobwhite Circle,2257,NSW,Australia,7,34
Laurie,Odlin,Female,75,08/03/1983,Social Worker,Health,High Net Worth,N,No,10,15669 Arizona Trail,3194,VIC,Australia,10,34
Wilbert,O'Loughnan,Male,14,18/05/1983,Paralegal,Financial Services,Mass Customer,N,Yes,6,22580 Doe Crossing Drive,4055,QLD,Australia,9,34
Michele,Pammenter,Male,23,26/06/1983,Teacher,Health,High Net Worth,N,No,2,37 Mesta Road,3198,VIC,Australia,8,34
Wilone,Champley,Female,22,06/11/1983,,Manufacturing,High Net Worth,N,No,17,9346 Lyons Point,2077,NSW,Australia,10,34
Abbie,Oldman,Male,82,26/11/1983,,Health,High Net Worth,N,Yes,5,4 North Drive,2168,NSW,Australia,8,34
Bertine,Smalles,Female,85,10/12/1983,VP Quality Control,Financial Services,Mass Customer,N,Yes,9,7 Johnson Hill,3028,VIC,Australia,8,34
Ashlen,Willbond,Female,64,15/05/1984,Software Consultant,Health,High Net Worth,N,No,16,723 Grayhawk Way,3934,VIC,Australia,8,33
Nils,Champion,Male,69,06/07/1984,Programmer III,Retail,Affluent Customer,N,No,13,261 Holy Cross Park,2750,NSW,Australia,9,33
Jesse,Alflat,Male,31,01/09/1984,Executive Secretary,n/a,High Net Worth,N,No,5,49 Northfield Drive,2145,NSW,Australia,9,33
Rozamond,Riha,Female,54,07/10/1984,Account Representative I,Manufacturing,Affluent Customer,N,Yes,16,76 Bartelt Center,4078,QLD,Australia,7,33
Janaye,Eade,Female,23,13/12/1984,Chief Design Engineer,Health,Affluent Customer,N,No,4,2782 Northridge Street,2420,NSW,Australia,3,33
Tristam,Larose,Male,70,29/01/1985,VP Accounting,Financial Services,Mass Customer,N,No,17,9645 Moose Terrace,2137,NSW,Australia,11,32
